type,name,longitude,latitude,address,infos
1,上海动漫博物馆,121.61176,31.21217,张江路69号,上海动漫博物馆始建于2010年4月，是中国第一家集展示、交流、科普教育、实践互动、产业促进等多功能于一体的大型现代化专业动漫展馆。
1,中国武术博物馆,121.52823,31.31367,长海路399号上海体育学院内,中国武术博物馆展示内容主要以中国的国粹“武术”为主题，由拳械厅、历史厅、临展厅和“科学看武术”等展厅构成，是一座集聚人文历史和民族精神的现代博物馆。
1,上海玻璃博物馆,121.47192,31.34386,长江西路685号,上海玻璃博物馆于2011年建成开馆，其前身是上海玻璃仪器一厂，2015年4月上海玻璃博物馆被批准为国家4A级旅游景区。从熔炉车间到艺术空间，上海玻璃博物馆的建筑在一甲子的发展中经历了工业化到现代化的转型。
3,长宁多媒体产业园 ,121.41788,31.21765,长宁路1027号 ,上海多媒体产业园创立于2002年3月，由上海市科学技术委员会批准建立，是整合办公、商务、住宅等项目为一体的新生代园区。
3,景源时尚产业园,121.43192,31.23858,长寿路652号,景源创意园原是上海市纺织原料公司办公楼和上海纺织原料公司长寿路仓库库房，内有十四幢建造年代从上世纪20年代末至90年代初各时期的工业建筑。2008年对景园创意园进行了保留历史风貌的改造。
3,上海长阳谷创意产业园,121.53482,31.27156,长阳路1687号,上海长阳谷创意产业园是一家高新技术产业园，整体呈现为院落式布局，由大小7幢建筑构成。
1,上海犹太难民纪念馆,121.50913,31.25431,长阳路62号,上海犹太难民纪念馆是犹太摩西会堂旧址，始建于1927年，是为纪念二战期间犹太难民在上海生活居住历史的主题纪念馆。
1,中国烟草博物馆,121.51832,31.26165,长阳路728号,上海中国烟草博物馆总建筑面积9617平方米。建筑外形设计以大型商船和玛雅神庙为设计理念，构成了长约80米、宽约25米、高约30米的外形结构，是世界上规模最大的烟草博物馆。
3,创邑河,121.40977,31.22214,真北路988号,创邑河创意产业园前身是建于上世纪30年代的国棉五厂，是长宁区政府凯旋路多媒体走廊重点项目。
1,上海隧道科技馆,121.4992,31.2214,中华路268号,科技馆由三层楼面和一个序厅组成，再现了大型泥水平衡盾构内部实景，隧道上层实景区通过投影仪大屏幕和在隧道内设置的真实车辆隧道穿行模拟增加了其真实效果。
3,上海天地软件园 ,121.39182,31.23446,中江路879弄,上海天地软件园是一个以软件产业为特色的园区，主要面向广大软件企业，整合优质社会资源，搭建为企业提供一体化服务的中介服务平台。
4,上海JOYPOLIS,121.411939,31.231975,中山北路3300号环球港,JOYPOLIS是集聚了日本株式会社世嘉常年累积的电子娱乐开发技术与设施运营经验的室内主题乐园，上海JOYPOLIS是其海外授权产品，概念为融合了“Digital”和“Real”的“DigitaReal”。
3,花园坊,121.46634,31.21381,中山北一路121号,花园坊是上海乃至全国首家创意产业与新型节能环保结合的专业性主题产业园区。
1,松江博物馆,121.24637,31.00681,中山东路233号,松江博物馆始建于1915年1月24日，原名松江县教育图书博物馆，经过多次组建和扩建，于2004年11月在松江区中山东路正式对外开放，是一所综合性地方博物馆。
2,宛平艺苑,121.45111,31.18506,中山南二路857号、859号,宛平剧场始建于1988年。2015年5月，宛平剧场在原址上推倒重建，预计2019年下半年将建成。宛平剧场的整体造型如海派玉雕一般玲珑剔透；外墙立面如同徐徐展开的中国折扇。
3,幸福码头,121.50458,31.21117,中山南路1029号,上海滩总部型创意产业集聚区位于黄浦区南外滩地区，以塑造“幸福码头品牌工坊”高端品牌和形象为目的，积极引进国内外总部型、品牌性企业。
1,上海滩大美术馆,121.50142,31.21033,中山南路1228号,上海滩大美术馆是一个从事艺术展览、教育、收藏、研究、学术交流的民营公益艺术机构。
3,老码头创意园区,121.48985,31.25535,中山南路505号,上海滩总部型创意产业集聚区位于黄浦区南外滩地区，该园区由多幢房屋、各具不同特色的园区组成，包括三个子园区，即“外码头”、“老码头”和“幸福码头”三个园区。
1,上海消防博物馆,121.41109,31.21814,中山西路229号,上海消防博物馆是目前国内一流且具有世界先进水平的专业博物馆，现有藏品21000余件，包括众多极具史料价值的近代上海消防文物，以及一个多功能的消防科技教育体验馆，使用了目前国际一流的高科技展示技术，包括动感4D影院、虚拟逃生体验空间、互动虚拟火灾实验室等。
1,上海韬奋纪念馆,121.47139,31.21444,重庆南路205弄53-54号,上海韬奋纪念馆于1958年建成并对外开放，是两幢新式里弄建筑。纪念馆是以韬奋故居为基础建立的人物性纪念馆，可分为韬奋生平事迹陈列和韬奋故居两个部分。
2,白玉兰剧场,121.47211,31.20968,重庆南路308号,白玉兰剧场观众厅有座位642座，航空高背座椅舒适，拥有SR声道立体声放映设备，双红光立体声还音系统。
3,南上海文化创意产业园,121.45357,31.05396,庄行镇张塘村,南上海文化创意产业园园区打造以陶瓷艺术为核心的文化创意全产业链体系，实现创意设计的市场化和产业化运作，建设文化艺术创作、文化展示交流、文化创意服务和文化产品交易四大平台。
1,张江当代艺术馆,121.58459,31.20325,祖冲之路419号,张江当代艺术馆于2006年12月建成并正式对外开放，是融创作展示、艺术品收藏、教育交流和商务配套于一体的综合性公共文化服务平台。
